document_id,document_type,company_name,supplier_name,date,item_description,quantity,unit_price,raw_total_amount,final_total_amount,total_status,payable_amount,currency,status,language,raw_text,corrected_text,source_json,correction_log,correction_confidence,items_json
DOC00509,delivery_note,නව වෙළඳසැල,ඩිජිටල් උපකරණ,2024-11-27,මුද්‍රණ කඩදාසි,3.0,5000.0,15000.0,15000.0,valid,15000.0,LKR,paid,sinhala,,,,,,
DOC00510,purchase_order,ලංකා සපයන්නෝ,කාර්යාල උපකරණ,2025-10-31,ආහාර පැකට්,12.0,850.0,10200.0,10200.0,valid,10200.0,LKR,delivered,sinhala,,,,,,
DOC00511,invoice,සිංහ වෙළඳ සමාගම,Digital Hub,2025-02-19,පරිගණක මූසික,15.0,1200.0,18000.0,18000.0,valid,18000.0,LKR,pending,sinhala,,,,,,
DOC00512,delivery_note,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2025-03-26,මුද්‍රණ කඩදාසි,33.0,120.0,3960.0,3960.0,valid,3960.0,LKR,unpaid,sinhala,,,,,,
DOC00513,invoice,සිංහ වෙළඳ සමාගම,Digital Hub,2024-06-10,Pens,10.0,120.0,1200.0,1200.0,valid,1200.0,LKR,pending,english,,,,,,
DOC00514,receipt,ග්‍රීන් මාර්ට්,ලංකා වෙළඳ සමාගම,2025-05-05,Printer Paper,31.0,5000.0,155000.0,155000.0,valid,155000.0,LKR,unpaid,english,,,,,,
DOC00515,delivery_note,ABC Traders,City Office Supplies,2025-08-29,Rice Bags,9.0,2500.0,22500.0,22500.0,valid,22500.0,LKR,unpaid,english,,,,,,
DOC00516,invoice,ලංකා සපයන්නෝ,Tech World,2024-07-03,Rice Bags,11.0,220.0,2420.0,2420.0,valid,2420.0,LKR,delivered,english,,,,,,
DOC00517,purchase_order,XYZ Company,City Office Supplies,2025-05-08,Tables,39.0,1000.0,39000.0,39000.0,valid,39000.0,LKR,unpaid,english,,,,,,
DOC00518,delivery_note,ලංකා සපයන්නෝ,Tech World,2025-09-30,Mouse Devices,50.0,120.0,6000.0,6000.0,valid,6000.0,LKR,pending,english,,,,,,
DOC00519,purchase_order,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2025-01-22,Mouse Devices,5.0,150.0,750.0,750.0,valid,750.0,LKR,delivered,english,,,,,,
DOC00520,invoice,ABC Traders,City Office Supplies,2025-03-05,Files,33.0,5000.0,165000.0,165000.0,valid,165000.0,LKR,unpaid,english,,,,,,
DOC00521,receipt,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2024-04-05,Mouse Devices,3.0,1200.0,3600.0,3600.0,valid,0.0,LKR,delivered,english,,,,,,
DOC00522,invoice,ග්‍රීන් මාර්ට්,කාර්යාල උපකරණ,2025-12-15,Chairs,24.0,50.0,1200.0,1200.0,valid,1200.0,LKR,delivered,english,,,,,,
DOC00523,delivery_note,ග්‍රීන් මාර්ට්,ලංකා වෙළඳ සමාගම,2025-08-12,Mouse Devices,48.0,8500.0,408000.0,408000.0,valid,408000.0,LKR,paid,english,,,,,,
DOC00524,receipt,Prime Solutions,ඩිජිටල් උපකරණ,2024-09-20,මේස,6.0,220.0,1320.0,1320.0,valid,1320.0,LKR,unpaid,sinhala,,,,,,
DOC00525,invoice,ලංකා සපයන්නෝ,කාර්යාල උපකරණ,2025-01-19,Printer Paper,34.0,50.0,1700.0,1700.0,valid,1700.0,LKR,unpaid,english,,,,,,
DOC00526,delivery_note,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2025-08-22,යතුරුපුවරු,28.0,5000.0,140000.0,140000.0,valid,140000.0,LKR,pending,sinhala,,,,,,
DOC00527,delivery_note,ලංකා සපයන්නෝ,ලංකා වෙළඳ සමාගම,2025-02-10,ආහාර පැකට්,18.0,5000.0,90000.0,90000.0,valid,90000.0,LKR,unpaid,sinhala,,,,,,
DOC00528,delivery_note,Sun Holdings,ලංකා වෙළඳ සමාගම,2024-09-16,පෑන්,36.0,1000.0,36000.0,36000.0,valid,36000.0,LKR,pending,sinhala,,,,,,
DOC00529,delivery_note,Sun Holdings,Metro Suppliers,2024-06-14,මේස,29.0,8500.0,246500.0,246500.0,valid,246500.0,LKR,paid,sinhala,,,,,,
DOC00530,delivery_note,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2025-12-24,Mouse Devices,45.0,5000.0,225000.0,225000.0,valid,225000.0,LKR,paid,english,,,,,,
DOC00531,delivery_note,ABC Traders,Metro Suppliers,2025-03-21,USB Devices,31.0,2500.0,77500.0,77500.0,valid,77500.0,LKR,paid,english,,,,,,
DOC00532,purchase_order,Metro Lanka,ලංකා වෙළඳ සමාගම,2026-01-11,Printer Paper,39.0,50.0,1950.0,1950.0,valid,1950.0,LKR,delivered,english,,,,,,
DOC00533,purchase_order,ලංකා සපයන්නෝ,Lanka Foods,2025-03-25,යතුරුපුවරු,41.0,1000.0,41000.0,41000.0,valid,41000.0,LKR,paid,sinhala,,,,,,
DOC00534,purchase_order,Metro Lanka,Lanka Foods,2025-12-16,Mouse Devices,33.0,1200.0,39600.0,39600.0,valid,39600.0,LKR,unpaid,english,,,,,,
DOC00535,invoice,සහන් ට්‍රේඩර්ස්,City Office Supplies,2024-10-09,Rice Bags,11.0,100.0,1100.0,1100.0,valid,1100.0,LKR,delivered,english,,,,,,
DOC00536,delivery_note,ග්‍රීන් මාර්ට්,සීග්‍ර සැපයුම්,2026-01-24,මේස,34.0,50.0,1700.0,1700.0,valid,1700.0,LKR,paid,sinhala,,,,,,
DOC00537,purchase_order,සිංහ වෙළඳ සමාගම,සීග්‍ර සැපයුම්,2024-08-19,Monitors,23.0,220.0,5060.0,5060.0,valid,5060.0,LKR,unpaid,english,,,,,,
DOC00538,delivery_note,ලංකා සපයන්නෝ,Lanka Foods,2025-06-02,පුටු,12.0,850.0,10200.0,10200.0,valid,10200.0,LKR,paid,sinhala,,,,,,
DOC00539,purchase_order,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2025-08-11,Files,17.0,1200.0,20400.0,20400.0,valid,20400.0,LKR,pending,english,,,,,,
DOC00540,delivery_note,ලංකා සපයන්නෝ,ඩිජිටල් උපකරණ,2025-04-14,මේස,49.0,500.0,24500.0,24500.0,valid,24500.0,LKR,delivered,sinhala,,,,,,
DOC00541,delivery_note,XYZ Company,Digital Hub,2024-08-13,Printer Paper,25.0,5000.0,125000.0,125000.0,valid,125000.0,LKR,unpaid,english,,,,,,
DOC00542,delivery_note,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2024-09-26,පෑන්,1.0,8500.0,8500.0,8500.0,valid,8500.0,LKR,unpaid,sinhala,,,,,,
DOC00543,invoice,ග්‍රීන් මාර්ට්,ලංකා වෙළඳ සමාගම,2025-05-02,සීනි පැකට්,36.0,120.0,4320.0,4320.0,valid,4320.0,LKR,pending,sinhala,,,,,,
DOC00544,receipt,ලංකා සපයන්නෝ,Digital Hub,2025-05-25,යතුරුපුවරු,48.0,5000.0,240000.0,240000.0,valid,0.0,LKR,unpaid,sinhala,,,,,,
DOC00545,receipt,Prime Solutions,City Office Supplies,2024-06-08,Pens,13.0,150.0,1950.0,1950.0,valid,1950.0,LKR,paid,english,,,,,,
DOC00546,invoice,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2024-02-13,Rice Bags,49.0,1200.0,58800.0,58800.0,valid,58800.0,LKR,delivered,english,,,,,,
DOC00547,purchase_order,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2026-02-21,පුටු,32.0,120.0,3840.0,3840.0,valid,3840.0,LKR,pending,sinhala,,,,,,
DOC00548,receipt,ලංකා සපයන්නෝ,Tech World,2025-07-07,මුද්‍රණ කඩදාසි,34.0,850.0,28900.0,28900.0,valid,28900.0,LKR,paid,sinhala,,,,,,
DOC00549,delivery_note,Sun Holdings,ඩිජිටල් උපකරණ,2025-04-16,සීනි පැකට්,45.0,1200.0,54000.0,54000.0,valid,54000.0,LKR,pending,sinhala,,,,,,
DOC00550,invoice,Metro Lanka,නව ආහාර සපයන්නෝ,2025-01-05,Mouse Devices,7.0,500.0,3500.0,3500.0,valid,3500.0,LKR,pending,english,,,,,,
DOC00551,purchase_order,Metro Lanka,Digital Hub,2025-01-09,Tables,40.0,500.0,20000.0,20000.0,valid,20000.0,LKR,unpaid,english,,,,,,
DOC00552,delivery_note,Metro Lanka,නව ආහාර සපයන්නෝ,2024-10-13,ලිපිගොනු,24.0,850.0,20400.0,20400.0,valid,20400.0,LKR,delivered,sinhala,,,,,,
DOC00553,receipt,ලංකා සපයන්නෝ,City Office Supplies,2025-07-22,Printer Paper,47.0,220.0,10340.0,10340.0,valid,0.0,LKR,delivered,english,,,,,,
DOC00554,receipt,Sun Holdings,Tech World,2025-05-26,කාර්යාල පොත්,1.0,120.0,120.0,120.0,valid,120.0,LKR,unpaid,sinhala,,,,,,
DOC00555,delivery_note,Prime Solutions,Digital Hub,2025-02-11,පෑන්,37.0,50.0,1850.0,1850.0,valid,1850.0,LKR,paid,sinhala,,,,,,
DOC00556,invoice,Metro Lanka,Digital Hub,2025-04-05,Tables,41.0,100.0,4100.0,4100.0,valid,4100.0,LKR,pending,english,,,,,,
DOC00557,purchase_order,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2024-01-21,පෑන්,17.0,500.0,8500.0,8500.0,valid,8500.0,LKR,delivered,sinhala,,,,,,
DOC00558,purchase_order,ලංකා සපයන්නෝ,City Office Supplies,2025-10-26,Mouse Devices,37.0,5000.0,185000.0,185000.0,valid,185000.0,LKR,unpaid,english,,,,,,
DOC00559,purchase_order,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2025-04-02,කාර්යාල පොත්,50.0,8500.0,425000.0,425000.0,valid,425000.0,LKR,paid,sinhala,,,,,,
DOC00560,purchase_order,නව වෙළඳසැල,Tech World,2025-03-07,යතුරුපුවරු,41.0,500.0,20500.0,20500.0,valid,20500.0,LKR,delivered,sinhala,,,,,,
DOC00561,invoice,Sun Holdings,ලංකා වෙළඳ සමාගම,2025-10-30,Pens,21.0,500.0,10500.0,10500.0,valid,10500.0,LKR,pending,english,,,,,,
DOC00562,delivery_note,Prime Solutions,ඩිජිටල් උපකරණ,2025-06-17,ලිපිගොනු,48.0,2500.0,120000.0,120000.0,valid,120000.0,LKR,delivered,sinhala,,,,,,
DOC00563,receipt,Sun Holdings,Lanka Foods,2026-01-31,යතුරුපුවරු,47.0,150.0,7050.0,7050.0,valid,7050.0,LKR,paid,sinhala,,,,,,
DOC00564,receipt,ග්‍රීන් මාර්ට්,Metro Suppliers,2024-01-27,Printer Paper,5.0,1000.0,5000.0,5000.0,valid,0.0,LKR,delivered,english,,,,,,
DOC00565,invoice,Prime Solutions,සීග්‍ර සැපයුම්,2025-02-03,USB Devices,6.0,5000.0,30000.0,30000.0,valid,30000.0,LKR,pending,english,,,,,,
DOC00566,receipt,Prime Solutions,ඩිජිටල් උපකරණ,2024-01-30,USB Devices,9.0,1200.0,10800.0,10800.0,valid,0.0,LKR,paid,english,,,,,,
DOC00567,purchase_order,නව වෙළඳසැල,ඩිජිටල් උපකරණ,2025-03-31,පෑන්,18.0,1200.0,21600.0,21600.0,valid,21600.0,LKR,unpaid,sinhala,,,,,,
DOC00568,delivery_note,ලංකා සපයන්නෝ,නව ආහාර සපයන්නෝ,2025-06-30,Files,41.0,5000.0,205000.0,205000.0,valid,205000.0,LKR,pending,english,,,,,,
DOC00569,delivery_note,සිංහ වෙළඳ සමාගම,City Office Supplies,2025-01-09,සීනි පැකට්,29.0,220.0,6380.0,6380.0,valid,6380.0,LKR,delivered,sinhala,,,,,,
DOC00570,receipt,Prime Solutions,Lanka Foods,2024-10-20,මුද්‍රණ කඩදාසි,34.0,120.0,4080.0,4080.0,valid,4080.0,LKR,delivered,sinhala,,,,,,
DOC00571,delivery_note,නව වෙළඳසැල,Digital Hub,2024-10-26,Rice Bags,50.0,850.0,42500.0,42500.0,valid,42500.0,LKR,unpaid,english,,,,,,
DOC00572,purchase_order,Metro Lanka,නව ආහාර සපයන්නෝ,2024-09-12,Files,28.0,850.0,23800.0,23800.0,valid,23800.0,LKR,unpaid,english,,,,,,
DOC00573,delivery_note,Metro Lanka,Digital Hub,2024-09-02,සීනි පැකට්,28.0,5000.0,140000.0,140000.0,valid,140000.0,LKR,pending,sinhala,,,,,,
DOC00574,purchase_order,ග්‍රීන් මාර්ට්,City Office Supplies,2024-10-23,සීනි පැකට්,12.0,120.0,1440.0,1440.0,valid,1440.0,LKR,paid,sinhala,,,,,,
DOC00575,delivery_note,Prime Solutions,සීග්‍ර සැපයුම්,2024-01-20,කාර්යාල පොත්,13.0,500.0,6500.0,6500.0,valid,6500.0,LKR,unpaid,sinhala,,,,,,
DOC00576,invoice,Sun Holdings,Metro Suppliers,2026-01-02,Keyboards,18.0,120.0,2160.0,2160.0,valid,2160.0,LKR,delivered,english,,,,,,
DOC00577,receipt,XYZ Company,Tech World,2025-03-06,Rice Bags,32.0,150.0,4800.0,4800.0,valid,4800.0,LKR,pending,english,,,,,,
DOC00578,purchase_order,නව වෙළඳසැල,Lanka Foods,2024-02-27,ලිපිගොනු,6.0,120.0,720.0,720.0,valid,720.0,LKR,pending,sinhala,,,,,,
DOC00579,invoice,සිංහ වෙළඳ සමාගම,ඩිජිටල් උපකරණ,2025-01-25,යතුරුපුවරු,13.0,220.0,2860.0,2860.0,valid,2860.0,LKR,paid,sinhala,,,,,,
DOC00580,receipt,ග්‍රීන් මාර්ට්,ඩිජිටල් උපකරණ,2025-04-16,Pens,48.0,50.0,2400.0,2400.0,valid,0.0,LKR,paid,english,,,,,,
DOC00581,delivery_note,ග්‍රීන් මාර්ට්,Digital Hub,2026-01-15,Monitors,11.0,5000.0,55000.0,55000.0,valid,55000.0,LKR,paid,english,,,,,,
DOC00582,purchase_order,නව වෙළඳසැල,Digital Hub,2025-11-13,Pens,24.0,50.0,1200.0,1200.0,valid,1200.0,LKR,unpaid,english,,,,,,
DOC00583,receipt,ග්‍රීන් මාර්ට්,ලංකා වෙළඳ සමාගම,2025-02-09,Rice Bags,11.0,220.0,2420.0,2420.0,valid,0.0,LKR,unpaid,english,,,,,,
DOC00584,invoice,ලංකා සපයන්නෝ,ඩිජිටල් උපකරණ,2026-02-28,Mouse Devices,10.0,500.0,5000.0,5000.0,valid,5000.0,LKR,paid,english,,,,,,
DOC00585,receipt,නව වෙළඳසැල,Metro Suppliers,2024-03-02,Mouse Devices,22.0,5000.0,110000.0,110000.0,valid,0.0,LKR,pending,english,,,,,,
DOC00586,invoice,Sun Holdings,ඩිජිටල් උපකරණ,2025-10-22,Pens,21.0,1200.0,25200.0,25200.0,valid,25200.0,LKR,pending,english,,,,,,
DOC00587,receipt,ABC Traders,නව ආහාර සපයන්නෝ,2024-02-10,ලිපිගොනු,47.0,120.0,5640.0,5640.0,valid,5640.0,LKR,delivered,sinhala,,,,,,
DOC00588,purchase_order,සිංහ වෙළඳ සමාගම,ඩිජිටල් උපකරණ,2025-07-10,මේස,37.0,120.0,4440.0,4440.0,valid,4440.0,LKR,pending,sinhala,,,,,,
DOC00589,delivery_note,Prime Solutions,සීග්‍ර සැපයුම්,2025-06-27,පෑන්,11.0,100.0,1100.0,1100.0,valid,1100.0,LKR,unpaid,sinhala,,,,,,
DOC00590,purchase_order,Prime Solutions,කාර්යාල උපකරණ,2025-10-15,ලිපිගොනු,30.0,50.0,1500.0,1500.0,valid,1500.0,LKR,delivered,sinhala,,,,,,
DOC00591,invoice,ලංකා සපයන්නෝ,ලංකා වෙළඳ සමාගම,2026-01-08,Mouse Devices,16.0,500.0,8000.0,8000.0,valid,8000.0,LKR,paid,english,,,,,,
DOC00592,receipt,සිංහ වෙළඳ සමාගම,ඩිජිටල් උපකරණ,2024-11-26,පෑන්,10.0,2500.0,25000.0,25000.0,valid,25000.0,LKR,delivered,sinhala,,,,,,
DOC00593,invoice,XYZ Company,කාර්යාල උපකරණ,2024-07-01,සීනි පැකට්,3.0,120.0,360.0,360.0,valid,360.0,LKR,paid,sinhala,,,,,,
DOC00594,invoice,නව වෙළඳසැල,City Office Supplies,2025-10-19,Printer Paper,3.0,2500.0,7500.0,7500.0,valid,7500.0,LKR,delivered,english,,,,,,
DOC00595,purchase_order,ABC Traders,ලංකා වෙළඳ සමාගම,2024-03-13,මේස,39.0,8500.0,331500.0,331500.0,valid,331500.0,LKR,paid,sinhala,,,,,,
DOC00596,delivery_note,XYZ Company,ඩිජිටල් උපකරණ,2026-01-31,Rice Bags,24.0,1200.0,28800.0,28800.0,valid,28800.0,LKR,delivered,english,,,,,,
DOC00597,invoice,ලංකා සපයන්නෝ,Digital Hub,2024-03-13,පෑන්,3.0,8500.0,25500.0,25500.0,valid,25500.0,LKR,pending,sinhala,,,,,,
DOC00598,receipt,සිංහ වෙළඳ සමාගම,Metro Suppliers,2024-07-13,Printer Paper,47.0,150.0,7050.0,7050.0,valid,7050.0,LKR,unpaid,english,,,,,,
DOC00599,receipt,සිංහ වෙළඳ සමාගම,කාර්යාල උපකරණ,2025-11-21,Chairs,48.0,100.0,4800.0,4800.0,valid,4800.0,LKR,delivered,english,,,,,,
DOC00600,invoice,Sun Holdings,Tech World,2024-12-11,පෑන්,26.0,1200.0,31200.0,31200.0,valid,31200.0,LKR,unpaid,sinhala,,,,,,
DOC00601,purchase_order,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2026-02-21,ලිපිගොනු,24.0,850.0,20400.0,20400.0,valid,20400.0,LKR,delivered,sinhala,,,,,,
DOC00602,receipt,ලංකා සපයන්නෝ,කාර්යාල උපකරණ,2025-01-03,මේස,25.0,1200.0,30000.0,30000.0,valid,30000.0,LKR,delivered,sinhala,,,,,,
DOC00603,delivery_note,ABC Traders,Lanka Foods,2025-06-14,පුටු,39.0,50.0,1950.0,1950.0,valid,1950.0,LKR,unpaid,sinhala,,,,,,
DOC00604,invoice,Prime Solutions,City Office Supplies,2026-03-01,මේස,21.0,50.0,1050.0,1050.0,valid,1050.0,LKR,pending,sinhala,,,,,,
DOC00605,invoice,ABC Traders,ඩිජිටල් උපකරණ,2024-09-28,Monitors,10.0,120.0,1200.0,1200.0,valid,1200.0,LKR,pending,english,,,,,,
DOC00606,receipt,Prime Solutions,Digital Hub,2026-01-21,Printer Paper,37.0,850.0,31450.0,31450.0,valid,0.0,LKR,paid,english,,,,,,
DOC00607,delivery_note,Sun Holdings,ඩිජිටල් උපකරණ,2025-10-19,ආහාර පැකට්,7.0,2500.0,17500.0,17500.0,valid,17500.0,LKR,pending,sinhala,,,,,,
DOC00608,delivery_note,XYZ Company,Lanka Foods,2025-03-02,Monitors,23.0,850.0,19550.0,19550.0,valid,19550.0,LKR,paid,english,,,,,,
DOC00609,invoice,ග්‍රීන් මාර්ට්,Lanka Foods,2024-11-22,Keyboards,34.0,50.0,1700.0,1700.0,valid,1700.0,LKR,unpaid,english,,,,,,
DOC00610,receipt,Sun Holdings,Lanka Foods,2024-08-15,පරිගණක මූසික,29.0,2500.0,72500.0,72500.0,valid,0.0,LKR,delivered,sinhala,,,,,,
DOC00611,delivery_note,Sun Holdings,Tech World,2025-08-08,ලිපිගොනු,6.0,1000.0,6000.0,6000.0,valid,6000.0,LKR,paid,sinhala,,,,,,
DOC00612,purchase_order,XYZ Company,නව ආහාර සපයන්නෝ,2024-05-13,පෑන්,28.0,8500.0,238000.0,238000.0,valid,238000.0,LKR,unpaid,sinhala,,,,,,
DOC00613,receipt,නව වෙළඳසැල,නව ආහාර සපයන්නෝ,2024-09-05,ආහාර පැකට්,13.0,1200.0,15600.0,15600.0,valid,0.0,LKR,paid,sinhala,,,,,,
DOC00614,delivery_note,සහන් ට්‍රේඩර්ස්,සීග්‍ර සැපයුම්,2025-02-27,සීනි පැකට්,8.0,5000.0,40000.0,40000.0,valid,40000.0,LKR,delivered,sinhala,,,,,,
DOC00615,purchase_order,Metro Lanka,ලංකා වෙළඳ සමාගම,2024-01-25,ලිපිගොනු,39.0,5000.0,195000.0,195000.0,valid,195000.0,LKR,pending,sinhala,,,,,,
DOC00616,purchase_order,ලංකා සපයන්නෝ,ඩිජිටල් උපකරණ,2024-02-15,Mouse Devices,10.0,1000.0,10000.0,10000.0,valid,10000.0,LKR,unpaid,english,,,,,,
DOC00617,purchase_order,Sun Holdings,Metro Suppliers,2024-09-05,Printer Paper,48.0,50.0,2400.0,2400.0,valid,2400.0,LKR,unpaid,english,,,,,,
DOC00618,invoice,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2024-01-24,පුටු,29.0,1000.0,29000.0,29000.0,valid,29000.0,LKR,pending,sinhala,,,,,,
DOC00619,receipt,Metro Lanka,කාර්යාල උපකරණ,2025-09-29,Files,49.0,220.0,10780.0,10780.0,valid,10780.0,LKR,unpaid,english,,,,,,
DOC00620,delivery_note,ලංකා සපයන්නෝ,කාර්යාල උපකරණ,2024-03-02,Rice Bags,17.0,120.0,2040.0,2040.0,valid,2040.0,LKR,pending,english,,,,,,
DOC00621,purchase_order,ABC Traders,ඩිජිටල් උපකරණ,2025-11-07,Rice Bags,5.0,850.0,4250.0,4250.0,valid,4250.0,LKR,pending,english,,,,,,
DOC00622,invoice,ABC Traders,Digital Hub,2025-06-04,පරිගණක මූසික,15.0,850.0,12750.0,12750.0,valid,12750.0,LKR,paid,sinhala,,,,,,
DOC00623,delivery_note,ලංකා සපයන්නෝ,කාර්යාල උපකරණ,2025-05-27,සීනි පැකට්,12.0,150.0,1800.0,1800.0,valid,1800.0,LKR,delivered,sinhala,,,,,,
DOC00624,invoice,Metro Lanka,කාර්යාල උපකරණ,2025-02-06,Keyboards,22.0,1000.0,22000.0,22000.0,valid,22000.0,LKR,unpaid,english,,,,,,
DOC00625,purchase_order,සහන් ට්‍රේඩර්ස්,ලංකා වෙළඳ සමාගම,2024-10-09,Keyboards,16.0,1200.0,19200.0,19200.0,valid,19200.0,LKR,paid,english,,,,,,
DOC00626,delivery_note,ABC Traders,කාර්යාල උපකරණ,2024-12-15,පුටු,15.0,120.0,1800.0,1800.0,valid,1800.0,LKR,delivered,sinhala,,,,,,
DOC00627,invoice,ග්‍රීන් මාර්ට්,කාර්යාල උපකරණ,2024-08-20,Mouse Devices,41.0,5000.0,205000.0,205000.0,valid,205000.0,LKR,delivered,english,,,,,,
DOC00628,receipt,ග්‍රීන් මාර්ට්,Digital Hub,2024-07-30,Mouse Devices,22.0,1000.0,22000.0,22000.0,valid,0.0,LKR,unpaid,english,,,,,,
DOC00629,receipt,Prime Solutions,කාර්යාල උපකරණ,2024-11-21,USB Devices,28.0,120.0,3360.0,3360.0,valid,0.0,LKR,paid,english,,,,,,
DOC00630,receipt,සහන් ට්‍රේඩර්ස්,Tech World,2025-02-25,Rice Bags,49.0,500.0,24500.0,24500.0,valid,24500.0,LKR,pending,english,,,,,,
DOC00631,purchase_order,Sun Holdings,City Office Supplies,2024-01-27,සීනි පැකට්,9.0,120.0,1080.0,1080.0,valid,1080.0,LKR,pending,sinhala,,,,,,
DOC00632,receipt,Metro Lanka,Lanka Foods,2024-05-17,Monitors,6.0,8500.0,51000.0,51000.0,valid,51000.0,LKR,delivered,english,,,,,,
DOC00633,receipt,ග්‍රීන් මාර්ට්,ඩිජිටල් උපකරණ,2024-08-19,කාර්යාල පොත්,9.0,120.0,1080.0,1080.0,valid,0.0,LKR,paid,sinhala,,,,,,
DOC00634,invoice,Prime Solutions,නව ආහාර සපයන්නෝ,2024-07-26,මේස,48.0,5000.0,240000.0,240000.0,valid,240000.0,LKR,unpaid,sinhala,,,,,,
DOC00635,receipt,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2024-09-09,Tables,45.0,500.0,22500.0,22500.0,valid,22500.0,LKR,delivered,english,,,,,,
DOC00636,invoice,ලංකා සපයන්නෝ,නව ආහාර සපයන්නෝ,2026-01-30,ලිපිගොනු,26.0,2500.0,65000.0,65000.0,valid,65000.0,LKR,paid,sinhala,,,,,,
DOC00637,delivery_note,නව වෙළඳසැල,Lanka Foods,2025-02-09,Pens,34.0,1200.0,40800.0,40800.0,valid,40800.0,LKR,paid,english,,,,,,
DOC00638,invoice,Metro Lanka,Digital Hub,2024-10-19,කාර්යාල පොත්,26.0,220.0,5720.0,5720.0,valid,5720.0,LKR,delivered,sinhala,,,,,,
DOC00639,delivery_note,Prime Solutions,සීග්‍ර සැපයුම්,2024-05-25,Rice Bags,45.0,1200.0,54000.0,54000.0,valid,54000.0,LKR,delivered,english,,,,,,
DOC00640,invoice,සිංහ වෙළඳ සමාගම,Metro Suppliers,2025-12-13,යතුරුපුවරු,50.0,2500.0,125000.0,125000.0,valid,125000.0,LKR,unpaid,sinhala,,,,,,
DOC00641,delivery_note,සහන් ට්‍රේඩර්ස්,ඩිජිටල් උපකරණ,2025-08-27,මුද්‍රණ කඩදාසි,12.0,1000.0,12000.0,12000.0,valid,12000.0,LKR,unpaid,sinhala,,,,,,
DOC00642,invoice,Prime Solutions,ලංකා වෙළඳ සමාගම,2024-05-06,යතුරුපුවරු,46.0,8500.0,391000.0,391000.0,valid,391000.0,LKR,paid,sinhala,,,,,,
DOC00643,delivery_note,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2026-01-14,Files,46.0,850.0,39100.0,39100.0,valid,39100.0,LKR,unpaid,english,,,,,,
DOC00644,delivery_note,ABC Traders,Tech World,2024-06-02,ලිපිගොනු,37.0,5000.0,185000.0,185000.0,valid,185000.0,LKR,unpaid,sinhala,,,,,,
DOC00645,receipt,ABC Traders,නව ආහාර සපයන්නෝ,2024-10-22,Keyboards,20.0,8500.0,170000.0,170000.0,valid,170000.0,LKR,unpaid,english,,,,,,
DOC00646,receipt,Metro Lanka,Lanka Foods,2025-04-14,Mouse Devices,49.0,220.0,10780.0,10780.0,valid,0.0,LKR,delivered,english,,,,,,
DOC00647,invoice,ලංකා සපයන්නෝ,ඩිජිටල් උපකරණ,2025-11-06,මේස,14.0,2500.0,35000.0,35000.0,valid,35000.0,LKR,delivered,sinhala,,,,,,
DOC00648,delivery_note,නව වෙළඳසැල,Metro Suppliers,2024-09-07,ආහාර පැකට්,39.0,50.0,1950.0,1950.0,valid,1950.0,LKR,pending,sinhala,,,,,,
DOC00649,invoice,Sun Holdings,Tech World,2024-02-07,Rice Bags,42.0,500.0,21000.0,21000.0,valid,21000.0,LKR,unpaid,english,,,,,,
DOC00650,purchase_order,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2024-07-01,Rice Bags,7.0,850.0,5950.0,5950.0,valid,5950.0,LKR,unpaid,english,,,,,,
DOC00651,receipt,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2024-11-26,ලිපිගොනු,3.0,100.0,300.0,300.0,valid,300.0,LKR,pending,sinhala,,,,,,
DOC00652,invoice,ග්‍රීන් මාර්ට්,කාර්යාල උපකරණ,2024-05-17,සීනි පැකට්,19.0,1000.0,19000.0,19000.0,valid,19000.0,LKR,paid,sinhala,,,,,,
DOC00653,purchase_order,සිංහ වෙළඳ සමාගම,නව ආහාර සපයන්නෝ,2024-08-02,පෑන්,14.0,8500.0,119000.0,119000.0,valid,119000.0,LKR,paid,sinhala,,,,,,
DOC00654,invoice,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2024-11-20,Keyboards,28.0,2500.0,70000.0,70000.0,valid,70000.0,LKR,pending,english,,,,,,
DOC00655,receipt,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2025-05-19,කාර්යාල පොත්,34.0,8500.0,289000.0,289000.0,valid,289000.0,LKR,unpaid,sinhala,,,,,,
DOC00656,purchase_order,Metro Lanka,Lanka Foods,2025-10-02,Printer Paper,2.0,1000.0,2000.0,2000.0,valid,2000.0,LKR,paid,english,,,,,,
